it_companies_stock.symbol	it_companies_stock.series	it_companies_stock.open	it_companies_stock.high	it_companies_stock.low	it_companies_stock.close	it_companies_stock.last	it_companies_stock.prevclose	it_companies_stock.tottrdqty	it_companies_stock.tottrval	it_companies_stock.mydate	it_companies_stock.totaltrades	it_companies_stock.isin
NIITTECH	EQ	504.0	520.0	478.8	487.35	492.0	514.6	369101	1.833244697E8	2016-01-18	14569	INE591G01017
TATAELXSI	EQ	1774.0	1789.3	1650.0	1664.65	1669.0	1782.9	687920	1.17341704135E9	2016-01-18	38392	INE670A01012
TCS	EQ	2262.0	2291.9	2260.0	2277.65	2280.0	2261.1	1106961	2.525514822E9	2016-01-18	36247	INE467B01029
TECHM	EQ	516.0	526.95	514.2	517.4	516.7	520.55	1035936	5.377262296E8	2016-01-18	16669	INE669C01036
WIPRO	EQ	537.0	550.8	530.75	547.15	548.6	543.1	1693486	9.2007577235E8	2016-01-18	36327	INE075A01022
DATAMATICS	EQ	55.1	61.5	53.5	59.6	59.9	54.7	350393	2.08083224E7	2016-06-06	2254	INE365B01017
HCLTECH	EQ	722.0	728.7	715.6	724.6	725.25	721.9	2040535	1.4748408377E9	2016-06-06	38041	INE860A01027
INFY	EQ	1264.9	1277.0	1261.1	1266.75	1267.25	1266.9	2112884	2.68236214085E9	2016-06-06	77880	INE009A01021
TCS	EQ	2620.5	2639.0	2603.2	2612.5	2610.0	2629.55	661013	1.73091962955E9	2016-06-06	35241	INE467B01029
TECHM	EQ	550.8	551.9	534.25	539.6	539.95	551.7	1614098	8.750824907E8	2016-06-06	36388	INE669C01036
WIPRO	EQ	541.0	541.9	533.4	535.1	536.0	540.8	1932039	1.0364142088E9	2016-06-06	39345	INE075A01022
HCLTECH	EQ	745.0	756.0	741.7	753.65	754.0	751.05	2065113	1.55235005235E9	2016-06-13	64366	INE860A01027
INFY	EQ	1176.8	1184.9	1166.0	1180.9	1180.0	1180.6	2643361	3.10985538285E9	2016-06-13	92827	INE009A01021
TCS	EQ	2540.0	2553.35	2518.0	2547.0	2545.25	2555.75	514989	1.30717087545E9	2016-06-13	32894	INE467B01029
TECHM	EQ	534.2	536.4	528.55	534.1	533.4	537.55	852440	4.539911055E8	2016-06-13	15871	INE669C01036
WIPRO	EQ	540.6	544.7	538.85	541.2	538.95	545.35	652571	3.541930111E8	2016-06-13	13276	INE075A01022
HCLTECH	EQ	834.6	841.65	826.0	830.55	830.0	834.8	2139260	1.77890435215E9	2016-10-19	51113	INE860A01027
INFY	EQ	1042.0	1045.7	1036.0	1041.8	1041.4	1039.05	1754918	1.8287201124E9	2016-10-19	46788	INE009A01021
MINDTREE	EQ	477.0	485.9	474.85	476.95	477.0	476.85	901113	4.3219924625E8	2016-10-19	20676	INE018I01017
NIITTECH	EQ	419.4	431.85	416.4	426.45	426.25	415.95	524596	2.2359983635E8	2016-10-19	13734	INE591G01017
TATAELXSI	EQ	1345.0	1376.85	1341.3	1352.9	1350.3	1338.9	404381	5.4928445815E8	2016-10-19	17364	INE670A01012
TCS	EQ	2401.0	2410.0	2370.3	2395.1	2390.0	2400.2	992529	2.3700391796E9	2016-10-19	42017	INE467B01029
TECHM	EQ	427.85	436.45	419.1	424.9	424.15	425.1	4525016	1.92929921475E9	2016-10-19	77779	INE669C01036
WIPRO	EQ	485.0	496.9	483.75	495.0	494.0	482.75	2320995	1.14396169695E9	2016-10-19	54446	INE075A01022
HCLTECH	EQ	798.0	805.0	794.05	798.05	798.0	790.35	2212911	1.7704630316E9	2016-08-25	53873	INE860A01027
INFY	EQ	1055.0	1057.6	1032.1	1036.15	1036.9	1057.4	2398281	2.49738978635E9	2016-08-25	67028	INE009A01021
MINDTREE	EQ	568.6	572.4	554.8	567.8	570.9	568.6	623291	3.512475187E8	2016-08-25	16111	INE018I01017
NIITTECH	EQ	413.5	413.65	393.0	402.05	397.45	410.75	771889	3.117619457E8	2016-08-25	13022	INE591G01017
TCS	EQ	2580.0	2589.7	2526.0	2551.05	2550.35	2572.05	969845	2.47302889115E9	2016-08-25	56688	INE467B01029
TECHM	EQ	470.2	470.95	455.9	458.1	457.25	467.05	1769817	8.1777500915E8	2016-08-25	37259	INE669C01036
WIPRO	EQ	521.0	521.25	502.25	504.0	503.3	519.65	4837138	2.4540570431E9	2016-08-25	105944	INE075A01022
HCLTECH	EQ	756.0	775.75	753.9	773.9	771.0	755.1	2160269	1.66555028785E9	2016-08-30	64636	INE860A01027
INFY	EQ	1032.45	1045.0	1025.0	1040.4	1040.25	1022.8	2187719	2.26478551555E9	2016-08-30	76218	INE009A01021
TATAELXSI	EQ	1570.0	1602.0	1538.0	1587.85	1585.0	1566.35	605267	9.5379257745E8	2016-08-30	23907	INE670A01012
TCS	EQ	2510.0	2549.8	2501.25	2544.15	2544.9	2500.55	722013	1.8241668056E9	2016-08-30	47160	INE467B01029
TECHM	EQ	451.5	464.7	451.2	462.95	463.5	449.55	981748	4.5223980565E8	2016-08-30	25371	INE669C01036
WIPRO	EQ	478.9	490.45	478.15	489.45	488.25	478.8	4531046	2.19152109115E9	2016-08-30	58579	INE075A01022
DATAMATICS	EQ	93.8	98.25	93.0	97.45	97.9	93.0	902524	8.703206695E7	2016-12-16	9102	INE365B01017
HCLTECH	EQ	835.8	835.8	815.2	820.6	820.6	832.15	1316441	1.0807576461E9	2016-12-16	49244	INE860A01027
INFY	EQ	1003.8	1009.7	997.75	1005.15	1004.45	992.35	3218371	3.2320022456E9	2016-12-16	93462	INE009A01021
MINDTREE	EQ	497.0	506.9	497.0	501.35	502.9	495.3	308912	1.548235187E8	2016-12-16	9547	INE018I01017
TCS	EQ	2277.0	2290.0	2252.0	2282.65	2284.8	2259.3	993615	2.2612295169E9	2016-12-16	55542	INE467B01029
TECHM	EQ	481.4	482.1	475.0	477.15	475.0	477.45	2185723	1.04470542625E9	2016-12-16	47429	INE669C01036
WIPRO	EQ	466.3	470.15	459.95	463.5	462.85	466.1	1653535	7.6814558605E8	2016-12-16	44375	INE075A01022
HCLTECH	EQ	729.0	740.0	729.0	736.65	736.75	730.1	1923380	1.41578896815E9	2016-05-20	57107	INE860A01027
INFY	EQ	1205.0	1219.5	1200.0	1201.6	1200.9	1205.75	1997274	2.41519255975E9	2016-05-20	72124	INE009A01021
MINDTREE	EQ	641.0	643.75	623.5	630.45	631.0	644.0	743132	4.6759726355E8	2016-05-20	27146	INE018I01017
TCS	EQ	2542.3	2565.8	2522.8	2529.3	2529.9	2556.95	615459	1.5650575359E9	2016-05-20	43356	INE467B01029
TECHM	EQ	482.3	489.45	474.85	475.85	477.0	484.0	741237	3.567129475E8	2016-05-20	21160	INE669C01036
WIPRO	EQ	543.4	547.95	542.5	543.4	543.0	542.95	882471	4.8086201195E8	2016-05-20	18764	INE075A01022
HCLTECH	EQ	867.0	870.0	800.0	838.25	840.0	842.35	5309499	4.411308303E9	2016-01-19	126174	INE860A01027
INFY	EQ	1135.0	1158.95	1128.55	1139.65	1140.25	1131.9	3750218	4.28722545985E9	2016-01-19	131724	INE009A01021
MINDTREE	EQ	1499.0	1499.0	1420.65	1443.55	1448.0	1469.85	401770	5.8340614465E8	2016-01-19	31043	INE018I01017
NIITTECH	EQ	495.0	508.0	466.6	473.85	474.3	487.35	399562	1.9096395635E8	2016-01-19	12845	INE591G01017
TATAELXSI	EQ	1688.8	1752.0	1636.65	1728.5	1747.0	1664.65	712251	1.21270668485E9	2016-01-19	35562	INE670A01012
TCS	EQ	2277.0	2300.0	2268.3	2279.3	2288.0	2277.65	483955	1.10209004645E9	2016-01-19	37877	INE467B01029
TECHM	EQ	518.0	521.6	510.1	512.5	513.0	517.4	978429	5.0125890835E8	2016-01-19	20635	INE669C01036
WIPRO	EQ	548.0	552.0	538.0	542.0	542.6	547.15	957428	5.195536542E8	2016-01-19	23456	INE075A01022
HCLTECH	EQ	846.9	846.9	827.0	828.45	828.1	838.75	940830	7.8436693895E8	2016-04-07	26684	INE860A01027
INFY	EQ	1208.4	1208.4	1175.0	1181.5	1181.0	1200.7	2828945	3.3476814497E9	2016-04-07	110844	INE009A01021
TATAELXSI	EQ	1875.8	1892.7	1858.0	1863.7	1862.0	1870.85	300774	5.640250776E8	2016-04-07	13223	INE670A01012
TCS	EQ	2480.0	2484.7	2457.0	2470.8	2466.25	2481.9	1195471	2.95363968555E9	2016-04-07	50556	INE467B01029
TECHM	EQ	454.8	459.0	442.9	444.45	444.5	453.0	1891494	8.532560605E8	2016-04-07	32856	INE669C01036
WIPRO	EQ	558.0	560.0	550.35	551.8	551.0	558.2	608719	3.37919291E8	2016-04-07	27305	INE075A01022
HCLTECH	EQ	843.0	845.0	831.25	839.65	839.0	839.3	709686	5.9406216105E8	2016-04-12	37965	INE860A01027
INFY	EQ	1180.5	1194.9	1178.6	1182.2	1183.0	1183.9	2921069	3.4642931293E9	2016-04-12	91101	INE009A01021
MINDTREE	EQ	668.0	681.05	668.0	677.0	676.0	667.7	320599	2.1665776035E8	2016-04-12	14575	INE018I01017
TATAELXSI	EQ	1940.0	1970.0	1928.1	1943.5	1945.0	1925.2	567092	1.10589544795E9	2016-04-12	23959	INE670A01012
TCS	EQ	2498.0	2525.0	2488.1	2518.15	2520.05	2506.65	651814	1.63131469885E9	2016-04-12	41843	INE467B01029
TECHM	EQ	469.75	472.7	460.1	464.45	464.5	469.6	1901106	8.8369535055E8	2016-04-12	32363	INE669C01036
WIPRO	EQ	565.3	571.75	561.1	569.55	569.55	565.75	842604	4.7647435325E8	2016-04-12	31325	INE075A01022
DATAMATICS	EQ	79.0	91.45	79.0	88.1	88.9	80.3	2107028	1.8191825995E8	2016-12-02	14364	INE365B01017
HCLTECH	EQ	801.7	816.9	790.0	793.6	790.1	803.1	1051697	8.470360459E8	2016-12-02	54030	INE860A01027
INFY	EQ	964.8	969.6	961.1	964.5	963.0	975.6	2226614	2.1509412665E9	2016-12-02	130557	INE009A01021
TATAELXSI	EQ	1305.0	1328.0	1296.6	1313.8	1317.1	1301.45	852363	1.12129738655E9	2016-12-02	47698	INE670A01012
TCS	EQ	2258.0	2270.8	2205.2	2221.85	2229.0	2263.45	999016	2.2313664491E9	2016-12-02	70395	INE467B01029
TECHM	EQ	477.0	481.95	471.0	473.4	474.25	475.05	2450542	1.1721284087E9	2016-12-02	52248	INE669C01036
WIPRO	EQ	470.5	471.0	458.5	460.4	458.5	468.3	757738	3.519331456E8	2016-12-02	28895	INE075A01022
HCLTECH	EQ	774.0	793.45	773.05	778.55	778.0	773.9	2792176	2.1893016487E9	2016-08-31	112792	INE860A01027
INFY	EQ	1037.1	1045.75	1027.8	1035.85	1033.85	1040.4	5569907	5.77773267055E9	2016-08-31	131672	INE009A01021
TCS	EQ	2550.0	2550.0	2500.85	2511.3	2514.7	2544.15	1615834	4.07237425455E9	2016-08-31	99253	INE467B01029
TECHM	EQ	462.0	473.8	461.55	468.8	470.4	462.95	1779070	8.35091254E8	2016-08-31	42036	INE669C01036
WIPRO	EQ	491.8	496.0	486.25	491.65	487.45	489.45	2811028	1.3832378504E9	2016-08-31	69638	INE075A01022
HCLTECH	EQ	795.0	798.35	781.1	790.35	792.0	791.0	1208724	9.5453412745E8	2016-08-24	27128	INE860A01027
INFY	EQ	1047.0	1062.05	1047.0	1057.4	1055.15	1039.65	3064983	3.2366339643E9	2016-08-24	118286	INE009A01021
MINDTREE	EQ	570.0	573.2	565.75	568.6	568.35	566.2	307427	1.749060148E8	2016-08-24	10244	INE018I01017
TCS	EQ	2589.8	2602.0	2569.05	2572.05	2570.65	2601.05	558439	1.44059251395E9	2016-08-24	38751	INE467B01029
TECHM	EQ	467.0	471.7	463.5	467.05	465.5	465.8	894108	4.1782584275E8	2016-08-24	20739	INE669C01036
WIPRO	EQ	520.1	522.0	517.05	519.65	518.55	519.6	1047588	5.4439482005E8	2016-08-24	30515	INE075A01022
HCLTECH	EQ	812.0	836.4	812.0	834.8	833.1	808.4	1326969	1.0955244282E9	2016-10-18	52399	INE860A01027
INFY	EQ	1030.0	1040.5	1027.3	1039.05	1039.0	1022.4	3194067	3.3007814736E9	2016-10-18	64906	INE009A01021
MINDTREE	EQ	490.6	493.5	475.0	476.85	475.65	490.6	1407550	6.762384987E8	2016-10-18	29650	INE018I01017
NIITTECH	EQ	414.0	419.5	406.0	415.95	416.15	411.3	470202	1.945511765E8	2016-10-18	11343	INE591G01017
TATAELXSI	EQ	1310.5	1343.0	1303.15	1338.9	1339.2	1306.65	313460	4.1448314815E8	2016-10-18	16952	INE670A01012
TCS	EQ	2376.0	2415.7	2354.8	2400.2	2398.6	2362.45	1064316	2.53237505265E9	2016-10-18	53519	INE467B01029
TECHM	EQ	408.0	430.8	405.75	425.1	423.9	408.55	7264158	3.0088986308E9	2016-10-18	93278	INE669C01036
WIPRO	EQ	473.1	484.1	473.0	482.75	484.0	472.15	1087752	5.2204756795E8	2016-10-18	23767	INE075A01022
HCLTECH	EQ	814.0	825.85	784.95	798.25	799.5	808.0	1392467	1.116964628E9	2016-02-12	71907	INE860A01027
INFY	EQ	1094.7	1104.4	1067.0	1084.65	1084.75	1078.65	3704048	4.0144092178E9	2016-02-12	112945	INE009A01021
TATAELXSI	EQ	1875.0	1888.0	1755.0	1784.65	1777.2	1861.1	750211	1.35249543915E9	2016-02-12	39024	INE670A01012
TCS	EQ	2200.0	2243.4	2164.0	2226.6	2226.3	2197.95	1086284	2.40554071265E9	2016-02-12	85740	INE467B01029
TECHM	EQ	438.0	439.15	425.25	430.0	429.5	431.95	1443312	6.2302442765E8	2016-02-12	49407	INE669C01036
WIPRO	EQ	524.8	529.45	508.25	517.3	520.0	517.2	1799742	9.323038488E8	2016-02-12	54373	INE075A01022
HCLTECH	EQ	728.0	731.45	721.6	726.7	727.5	724.6	2492188	1.81075588775E9	2016-06-07	73292	INE860A01027
INFY	EQ	1267.0	1272.5	1255.1	1257.4	1256.0	1266.75	2846210	3.59719932875E9	2016-06-07	74826	INE009A01021
NIITTECH	EQ	509.4	533.0	504.5	512.9	515.7	504.65	333521	1.722961632E8	2016-06-07	11308	INE591G01017
TATAELXSI	EQ	1785.15	1824.8	1773.0	1804.2	1807.0	1776.25	304150	5.4989453135E8	2016-06-07	15536	INE670A01012
TCS	EQ	2614.0	2639.0	2613.0	2631.15	2631.6	2612.5	601097	1.5800553949E9	2016-06-07	43777	INE467B01029
TECHM	EQ	544.9	544.9	533.45	536.3	536.9	539.6	1763517	9.4901706495E8	2016-06-07	48369	INE669C01036
WIPRO	EQ	540.0	541.15	537.2	539.85	540.15	535.1	1933849	1.04400835105E9	2016-06-07	42301	INE075A01022
HCLTECH	EQ	800.0	827.5	794.9	817.2	814.0	794.75	2993787	2.4389387117E9	2016-11-07	58240	INE860A01027
INFY	EQ	985.0	986.0	975.0	977.95	978.95	971.0	2268836	2.22453561795E9	2016-11-07	62718	INE009A01021
MINDTREE	EQ	411.0	431.0	411.0	429.25	428.3	425.15	395769	1.6953783115E8	2016-11-07	7291	INE018I01017
TCS	EQ	2337.9	2344.9	2260.05	2277.05	2266.0	2330.55	1024026	2.3515955563E9	2016-11-07	40066	INE467B01029
TECHM	EQ	435.0	449.45	430.55	444.85	442.5	430.05	7039296	3.1086646618E9	2016-11-07	55659	INE669C01036
WIPRO	EQ	455.0	455.45	448.45	450.0	451.0	452.5	1337733	6.023552932E8	2016-11-07	49738	INE075A01022
HCLTECH	EQ	747.0	754.9	742.5	753.5	753.4	745.25	1677289	1.25781995085E9	2016-07-27	29257	INE860A01027
INFY	EQ	1084.7	1096.5	1078.55	1085.35	1084.0	1088.7	3715910	4.03222960595E9	2016-07-27	65130	INE009A01021
MINDTREE	EQ	566.65	569.0	560.0	565.1	566.0	565.0	386495	2.179087307E8	2016-07-27	13401	INE018I01017
TCS	EQ	2555.0	2580.4	2545.0	2577.55	2578.0	2552.6	875255	2.24951410375E9	2016-07-27	72548	INE467B01029
TECHM	EQ	502.1	506.45	501.1	504.25	504.6	502.5	744952	3.756251758E8	2016-07-27	28019	INE669C01036
WIPRO	EQ	546.1	552.75	542.55	549.15	550.3	546.1	1412829	7.7249251745E8	2016-07-27	39599	INE075A01022
DATAMATICS	EQ	85.85	94.6	85.0	92.4	92.25	84.3	912215	8.28737572E7	2016-10-05	7457	INE365B01017
HCLTECH	EQ	818.25	823.25	806.25	816.0	815.0	818.15	798470	6.5020206985E8	2016-10-05	34096	INE860A01027
INFY	EQ	1049.2	1049.85	1037.0	1041.5	1040.7	1049.2	1153787	1.2014125643E9	2016-10-05	49296	INE009A01021
TCS	EQ	2408.0	2415.4	2376.1	2386.35	2386.0	2405.15	588177	1.4054424802E9	2016-10-05	41205	INE467B01029
TECHM	EQ	431.1	433.0	423.25	425.3	424.5	428.7	1476240	6.2765119605E8	2016-10-05	25400	INE669C01036
WIPRO	EQ	481.8	483.15	476.65	479.55	480.1	481.8	1413444	6.765068801E8	2016-10-05	37333	INE075A01022
HCLTECH	EQ	802.0	815.85	802.0	813.0	813.0	806.55	769244	6.236899816E8	2016-10-10	19363	INE860A01027
INFY	EQ	1017.0	1031.75	1010.0	1029.95	1031.0	1012.55	2706585	2.7705592968E9	2016-10-10	64262	INE009A01021
MINDTREE	EQ	492.0	503.5	492.0	500.9	502.5	491.85	395508	1.9752273975E8	2016-10-10	17009	INE018I01017
TATAELXSI	EQ	1344.0	1410.9	1334.8	1343.95	1348.0	1344.7	528966	7.247196768E8	2016-10-10	23290	INE670A01012
TCS	EQ	2369.9	2386.9	2355.05	2380.3	2380.0	2367.8	601071	1.42578148225E9	2016-10-10	36640	INE467B01029
TECHM	EQ	421.5	424.8	417.0	421.85	421.85	419.75	997527	4.202002246E8	2016-10-10	24821	INE669C01036
WIPRO	EQ	477.2	479.75	476.1	477.0	477.3	476.95	663376	3.1666010445E8	2016-10-10	20888	INE075A01022
HCLTECH	EQ	841.0	854.95	837.45	845.95	846.95	845.85	1086036	9.159197385E8	2016-01-04	43114	INE860A01027
INFY	EQ	1099.95	1102.45	1076.05	1078.9	1078.5	1105.25	1987681	2.16223078375E9	2016-01-04	53877	INE009A01021
TATAELXSI	EQ	2243.0	2281.0	2185.0	2211.95	2211.9	2250.75	454726	1.01798870035E9	2016-01-04	20729	INE670A01012
TCS	EQ	2410.15	2414.0	2366.05	2369.6	2373.0	2416.4	935092	2.22716131465E9	2016-01-04	72341	INE467B01029
TECHM	EQ	520.05	521.3	505.0	516.4	513.55	520.05	2684305	1.38029530615E9	2016-01-04	50020	INE669C01036
WIPRO	EQ	557.0	560.0	556.0	557.7	556.3	556.45	643432	3.589417957E8	2016-01-04	29291	INE075A01022
HCLTECH	EQ	815.0	833.0	811.1	814.55	815.0	828.35	1267638	1.0351710285E9	2016-01-11	50618	INE860A01027
INFY	EQ	1056.3	1069.95	1052.1	1055.7	1054.5	1063.3	2680311	2.8350194513E9	2016-01-11	66784	INE009A01021
NIITTECH	EQ	535.0	571.0	530.0	542.05	540.15	536.0	367324	2.029552402E8	2016-01-11	15570	INE591G01017
TATAELXSI	EQ	2020.0	2049.9	1975.7	2024.7	2038.5	2052.25	398954	8.063226236E8	2016-01-11	18710	INE670A01012
TCS	EQ	2382.5	2384.0	2348.85	2362.35	2362.8	2397.6	1465114	3.4600588841E9	2016-01-11	52084	INE467B01029
TECHM	EQ	517.0	517.0	505.85	507.3	506.9	522.15	1791903	9.1681828855E8	2016-01-11	29138	INE669C01036
WIPRO	EQ	552.0	553.95	534.4	537.45	536.5	555.8	1866410	1.00792975715E9	2016-01-11	32211	INE075A01022
HCLTECH	EQ	828.0	831.95	809.45	815.25	812.75	835.4	3245006	2.65809379235E9	2016-03-08	75683	INE860A01027
INFY	EQ	1163.0	1190.5	1147.4	1163.45	1160.85	1170.65	3808873	4.41821864145E9	2016-03-08	107108	INE009A01021
MINDTREE	EQ	1544.0	1605.0	1525.0	1546.35	1543.0	1589.9	1346046	2.0988432836E9	2016-03-08	46469	INE018I01017
TATAELXSI	EQ	1865.0	1902.0	1848.55	1874.75	1868.0	1874.85	537130	1.00729139915E9	2016-03-08	24368	INE670A01012
TCS	EQ	2342.1	2367.0	2304.2	2354.3	2351.0	2357.55	634076	1.4855467449E9	2016-03-08	33078	INE467B01029
TECHM	EQ	455.0	459.55	445.0	448.85	445.8	451.25	2050957	9.222738576E8	2016-03-08	37720	INE669C01036
WIPRO	EQ	537.7	543.5	534.2	541.45	541.55	536.95	1551999	8.343873695E8	2016-03-08	35490	INE075A01022
HCLTECH	EQ	742.6	759.7	742.6	757.6	756.0	740.9	3045095	2.29362815265E9	2016-05-27	65380	INE860A01027
INFY	EQ	1231.6	1259.5	1231.6	1247.5	1245.0	1234.15	3090382	3.8615553679E9	2016-05-27	79330	INE009A01021
TCS	EQ	2553.15	2579.85	2550.6	2572.65	2577.0	2548.7	552338	1.4178149404E9	2016-05-27	44676	INE467B01029
TECHM	EQ	539.0	541.0	533.6	535.9	535.0	542.3	1572528	8.4451316465E8	2016-05-27	32903	INE669C01036
WIPRO	EQ	543.15	551.0	543.0	545.4	545.35	544.95	1211378	6.6385664505E8	2016-05-27	30228	INE075A01022
DATAMATICS	EQ	84.7	86.3	75.5	77.75	78.0	81.1	494775	3.96897984E7	2016-11-15	3185	INE365B01017
HCLTECH	EQ	765.0	787.0	736.0	770.75	761.5	764.1	2628788	2.0177187511E9	2016-11-15	84059	INE860A01027
INFY	EQ	924.0	939.95	908.55	923.55	917.6	921.55	4617925	4.27017316875E9	2016-11-15	290307	INE009A01021
MINDTREE	EQ	424.7	433.7	415.2	430.55	430.5	423.55	641117	2.706686885E8	2016-11-15	15585	INE018I01017
TATAELXSI	EQ	1134.8	1135.0	1035.0	1078.0	1083.8	1139.8	487817	5.2650088625E8	2016-11-15	19412	INE670A01012
TCS	EQ	2116.9	2157.55	2051.9	2121.3	2138.35	2101.15	3145162	6.6582677575E9	2016-11-15	143796	INE467B01029
TECHM	EQ	435.0	437.2	427.3	430.95	431.0	429.4	6787283	2.9214195851E9	2016-11-15	51133	INE669C01036
WIPRO	EQ	441.5	451.4	439.55	447.95	448.0	442.35	7069827	3.16474968355E9	2016-11-15	73168	INE075A01022
HCLTECH	EQ	751.0	757.3	749.95	755.2	755.2	752.4	979272	7.391358208E8	2016-06-15	40375	INE860A01027
INFY	EQ	1183.7	1192.65	1179.05	1189.95	1189.55	1175.0	3355786	3.9736108046E9	2016-06-15	97170	INE009A01021
NIITTECH	EQ	578.4	587.0	550.95	555.0	550.95	566.65	353404	1.999621613E8	2016-06-15	11610	INE591G01017
TCS	EQ	2530.0	2564.9	2522.0	2556.85	2558.5	2534.85	635422	1.6144921742E9	2016-06-15	52990	INE467B01029
TECHM	EQ	535.0	542.0	530.0	540.9	542.0	533.3	648970	3.4767824585E8	2016-06-15	13769	INE669C01036
WIPRO	EQ	545.8	547.75	542.3	547.05	547.0	543.1	424356	2.31445635E8	2016-06-15	6990	INE075A01022
HCLTECH	EQ	757.5	758.95	746.1	750.8	747.0	753.5	2277034	1.71041809245E9	2016-07-28	33377	INE860A01027
INFY	EQ	1085.4	1086.95	1074.05	1077.5	1077.0	1085.35	5629281	6.0719124653E9	2016-07-28	84046	INE009A01021
MINDTREE	EQ	568.7	587.05	564.0	582.3	578.2	565.1	1936855	1.1157096095E9	2016-07-28	25725	INE018I01017
NIITTECH	EQ	464.0	470.0	452.45	467.5	465.75	460.1	452814	2.09989365E8	2016-07-28	7856	INE591G01017
TCS	EQ	2580.5	2629.55	2577.05	2619.25	2614.2	2577.55	2316040	6.0257269697E9	2016-07-28	96943	INE467B01029
TECHM	EQ	498.0	499.0	482.1	485.55	486.8	504.25	1867921	9.1434750725E8	2016-07-28	31936	INE669C01036
WIPRO	EQ	547.3	556.75	544.0	553.8	554.25	549.15	1148900	6.312917663E8	2016-07-28	35176	INE075A01022
HCLTECH	EQ	813.0	832.5	810.35	827.1	825.5	798.25	1380806	1.1358695936E9	2016-02-15	52642	INE860A01027
INFY	EQ	1096.25	1100.2	1086.6	1091.75	1089.0	1084.65	2546739	2.7794572637E9	2016-02-15	107866	INE009A01021
TATAELXSI	EQ	1835.0	1929.0	1835.0	1912.5	1906.0	1784.65	695863	1.3194076794E9	2016-02-15	32110	INE670A01012
TCS	EQ	2250.0	2306.85	2240.0	2269.15	2262.0	2226.6	1239856	2.82448033005E9	2016-02-15	62877	INE467B01029
TECHM	EQ	432.15	439.1	428.1	430.3	430.0	430.0	1888109	8.1388510145E8	2016-02-15	30822	INE669C01036
WIPRO	EQ	522.9	527.6	518.15	525.75	525.45	517.3	977686	5.1099519045E8	2016-02-15	34214	INE075A01022
HCLTECH	EQ	776.0	795.85	771.6	791.0	789.0	772.25	1707691	1.3494783246E9	2016-08-23	51775	INE860A01027
INFY	EQ	1020.1	1042.0	1020.1	1039.65	1039.95	1015.45	3703069	3.8284226145E9	2016-08-23	135014	INE009A01021
MINDTREE	EQ	553.2	569.2	547.1	566.2	565.65	551.25	492386	2.7694255155E8	2016-08-23	13360	INE018I01017
TCS	EQ	2544.95	2604.95	2540.2	2601.05	2600.4	2548.7	751687	1.94942882475E9	2016-08-23	46115	INE467B01029
TECHM	EQ	466.7	474.5	461.5	465.8	466.0	466.35	1617568	7.5629317925E8	2016-08-23	48117	INE669C01036
WIPRO	EQ	515.25	520.5	515.0	519.6	519.05	515.5	1154254	5.980627743E8	2016-08-23	31227	INE075A01022
DATAMATICS	EQ	89.9	93.65	87.0	88.45	88.65	88.1	784851	7.066690945E7	2016-12-05	8326	INE365B01017
HCLTECH	EQ	789.55	801.45	782.2	793.4	797.4	793.6	753658	5.9635823515E8	2016-12-05	20638	INE860A01027
INFY	EQ	965.9	968.6	958.0	961.65	961.0	964.5	1829788	1.7599441815E9	2016-12-05	57931	INE009A01021
MINDTREE	EQ	459.9	459.9	443.25	448.35	449.15	460.45	513708	2.3010871235E8	2016-12-05	11143	INE018I01017
TATAELXSI	EQ	1319.2	1356.2	1319.0	1346.75	1347.0	1313.8	790736	1.0612382404E9	2016-12-05	25967	INE670A01012
TCS	EQ	2229.0	2237.85	2170.0	2186.0	2188.5	2221.85	1124763	2.4632160813E9	2016-12-05	65000	INE467B01029
TECHM	EQ	467.0	476.6	459.35	462.4	461.75	473.4	1727408	8.030422824E8	2016-12-05	31745	INE669C01036
WIPRO	EQ	460.0	460.0	453.05	456.65	457.5	460.4	595522	2.7174005575E8	2016-12-05	15673	INE075A01022
HCLTECH	EQ	817.6	818.0	803.0	808.4	811.1	812.7	740093	5.974327427E8	2016-10-17	34684	INE860A01027
INFY	EQ	1034.95	1041.8	1017.35	1022.4	1025.15	1027.15	4007429	4.1218923128E9	2016-10-17	74006	INE009A01021
MINDTREE	EQ	501.05	503.85	486.8	490.6	490.6	501.05	338164	1.6638106615E8	2016-10-17	10061	INE018I01017
NIITTECH	EQ	450.0	450.5	409.15	411.3	411.0	440.3	1095954	4.6385712805E8	2016-10-17	27395	INE591G01017
TCS	EQ	2368.9	2375.8	2344.4	2362.45	2374.95	2366.2	1364173	3.22163223865E9	2016-10-17	58695	INE467B01029
TECHM	EQ	421.0	421.0	405.5	408.55	407.2	419.1	3248168	1.3321486868E9	2016-10-17	49455	INE669C01036
WIPRO	EQ	475.05	475.65	471.6	472.15	472.1	475.0	1555949	7.3520507045E8	2016-10-17	24478	INE075A01022
HCLTECH	EQ	866.1	868.95	846.0	849.75	851.0	869.65	805217	6.8800079765E8	2016-02-08	28792	INE860A01027
INFY	EQ	1163.75	1172.2	1143.8	1150.8	1145.85	1174.7	2110522	2.44663595995E9	2016-02-08	58432	INE009A01021
TATAELXSI	EQ	2159.0	2182.0	2088.3	2108.6	2116.0	2118.6	677597	1.4506331033E9	2016-02-08	36162	INE670A01012
