it_companies_stock.symbol	it_companies_stock.series	it_companies_stock.open	it_companies_stock.high	it_companies_stock.low	it_companies_stock.close	it_companies_stock.last	it_companies_stock.prevclose	it_companies_stock.tottrdqty	it_companies_stock.tottrval	it_companies_stock.mydate	it_companies_stock.totaltrades	it_companies_stock.isin
TATAELXSI	EQ	1394.9	1404.25	1365.75	1379.95	1385.35	1380.6	666738	9.2182536055E8	2016-12-07	33039	INE670A01012
TCS	EQ	2182.2	2184.45	2145.65	2154.55	2157.9	2182.35	1032853	2.23541745915E9	2016-12-07	63105	INE467B01029
TECHM	EQ	468.85	470.0	453.75	455.6	456.8	465.45	1540255	7.0875295325E8	2016-12-07	33532	INE669C01036
WIPRO	EQ	458.4	459.75	452.0	453.35	453.85	457.8	589671	2.6852789975E8	2016-12-07	15499	INE075A01022
DATAMATICS	EQ	95.85	101.7	94.1	99.2	98.9	95.7	2608027	2.595253522E8	2016-12-12	16686	INE365B01017
HCLTECH	EQ	796.0	803.55	790.65	799.8	800.05	803.3	1505531	1.20189192695E9	2016-12-12	73606	INE860A01027
INFY	EQ	982.8	982.8	965.2	977.35	978.0	989.35	2672510	2.59998262645E9	2016-12-12	74619	INE009A01021
TATAELXSI	EQ	1435.0	1495.0	1425.05	1483.5	1483.0	1425.35	1344127	1.97356700335E9	2016-12-12	47708	INE670A01012
TCS	EQ	2194.8	2217.6	2163.0	2208.2	2210.0	2195.25	655879	1.4418379269E9	2016-12-12	43775	INE467B01029
TECHM	EQ	473.95	474.05	466.7	469.4	469.9	471.7	709914	3.3340242195E8	2016-12-12	31708	INE669C01036
WIPRO	EQ	455.0	455.9	451.5	453.55	455.35	458.1	718375	3.2581623985E8	2016-12-12	28478	INE075A01022
HCLTECH	EQ	829.95	835.0	816.35	824.8	826.0	824.3	1360181	1.12090331035E9	2016-02-17	57964	INE860A01027
INFY	EQ	1081.75	1103.0	1077.0	1097.85	1095.0	1079.15	2082299	2.26810457665E9	2016-02-17	79410	INE009A01021
TATAELXSI	EQ	1880.0	1923.0	1790.75	1906.4	1916.5	1868.65	803702	1.4871492076E9	2016-02-17	38337	INE670A01012
TCS	EQ	2265.0	2279.65	2246.4	2275.55	2279.65	2265.55	792589	1.7954548579E9	2016-02-17	36080	INE467B01029
TECHM	EQ	422.35	431.5	415.15	429.55	429.8	422.85	1169666	4.940769162E8	2016-02-17	26752	INE669C01036
WIPRO	EQ	523.0	529.95	517.25	526.95	526.9	526.6	1080696	5.6462404325E8	2016-02-17	27414	INE075A01022
HCLTECH	EQ	880.0	885.0	867.05	872.65	871.0	880.3	1112732	9.781386541E8	2016-02-02	53212	INE860A01027
INFY	EQ	1176.85	1190.0	1164.0	1175.55	1168.4	1173.35	3816351	4.50951150165E9	2016-02-02	87845	INE009A01021
MINDTREE	EQ	1499.0	1528.0	1482.0	1517.75	1509.0	1488.2	301957	4.550918618E8	2016-02-02	14317	INE018I01017
TATAELXSI	EQ	2245.0	2403.0	2242.0	2298.6	2283.0	2250.35	2483477	5.7847646155E9	2016-02-02	113916	INE670A01012
TCS	EQ	2409.0	2433.0	2379.7	2398.1	2382.0	2402.7	737794	1.7821754285E9	2016-02-02	50764	INE467B01029
TECHM	EQ	496.0	499.35	472.1	474.45	473.85	497.6	5733789	2.7626245635E9	2016-02-02	106919	INE669C01036
WIPRO	EQ	570.1	571.55	564.2	567.25	568.1	568.15	1285343	7.3105092945E8	2016-02-02	25422	INE075A01022
HCLTECH	EQ	735.0	739.6	715.5	721.35	721.5	734.55	4293828	3.09814530985E9	2016-06-02	84486	INE860A01027
INFY	EQ	1255.0	1274.9	1254.0	1261.55	1260.5	1258.2	2526776	3.19517870285E9	2016-06-02	105567	INE009A01021
TCS	EQ	2600.0	2654.3	2600.0	2650.15	2654.0	2633.55	704378	1.8566994314E9	2016-06-02	57624	INE467B01029
TECHM	EQ	537.0	552.5	537.0	546.15	547.15	540.0	1862166	1.01832636375E9	2016-06-02	51676	INE669C01036
WIPRO	EQ	556.0	558.95	534.45	540.4	540.5	554.5	2580517	1.40179501825E9	2016-06-02	50072	INE075A01022
DATAMATICS	EQ	58.9	63.9	58.9	62.3	61.8	58.45	304030	1.8857661E7	2016-06-17	1754	INE365B01017
HCLTECH	EQ	750.0	755.0	747.85	753.65	752.15	751.7	2717006	2.04190031245E9	2016-06-17	54566	INE860A01027
INFY	EQ	1189.0	1192.75	1175.1	1179.5	1179.45	1186.0	4257541	5.02182842125E9	2016-06-17	84979	INE009A01021
MINDTREE	EQ	636.4	637.55	627.15	630.0	630.0	630.05	333913	2.1064550495E8	2016-06-17	8731	INE018I01017
TCS	EQ	2559.0	2610.0	2559.0	2602.6	2600.0	2558.3	939494	2.43333668435E9	2016-06-17	46942	INE467B01029
TECHM	EQ	533.1	542.0	532.3	535.25	534.2	533.1	946013	5.078496394E8	2016-06-17	25202	INE669C01036
WIPRO	EQ	551.3	554.0	549.0	552.05	550.2	549.9	1615089	8.9198019295E8	2016-06-17	33253	INE075A01022
HCLTECH	EQ	765.0	773.0	763.0	764.3	764.4	772.9	1027083	7.873589271E8	2016-11-02	28366	INE860A01027
INFY	EQ	984.8	987.5	980.0	981.05	980.5	989.45	2688597	2.64172381865E9	2016-11-02	105692	INE009A01021
MINDTREE	EQ	436.0	436.9	430.0	433.55	434.7	439.55	336448	1.4569047475E8	2016-11-02	6021	INE018I01017
NIITTECH	EQ	402.0	410.9	393.0	405.8	404.6	404.4	319979	1.2877118595E8	2016-11-02	26233	INE591G01017
TCS	EQ	2341.0	2344.0	2295.0	2304.05	2298.75	2350.0	1162538	2.6913310517E9	2016-11-02	42121	INE467B01029
TECHM	EQ	422.25	433.45	422.25	429.8	431.0	433.55	3387397	1.45871602915E9	2016-11-02	33333	INE669C01036
WIPRO	EQ	457.7	460.85	452.4	457.9	458.0	460.75	1410681	6.453790606E8	2016-11-02	41742	INE075A01022
DATAMATICS	EQ	80.0	82.5	77.5	78.95	79.05	78.1	306925	2.446642875E7	2016-11-17	1501	INE365B01017
HCLTECH	EQ	766.0	776.0	756.0	760.15	760.6	773.85	2688419	2.0438128157E9	2016-11-17	59938	INE860A01027
INFY	EQ	934.25	949.0	926.4	929.8	928.0	940.9	2853365	2.67684519135E9	2016-11-17	117685	INE009A01021
MINDTREE	EQ	439.0	447.8	438.0	441.75	443.0	437.9	429608	1.8981640605E8	2016-11-17	11311	INE018I01017
TCS	EQ	2185.0	2208.6	2130.15	2137.2	2134.05	2189.6	1252344	2.70949097985E9	2016-11-17	74605	INE467B01029
TECHM	EQ	447.0	455.0	439.5	441.85	440.05	443.6	2616362	1.1742533831E9	2016-11-17	73619	INE669C01036
WIPRO	EQ	443.1	444.95	433.8	438.4	438.6	445.3	2076829	9.0936448165E8	2016-11-17	100554	INE075A01022
HCLTECH	EQ	742.0	750.4	740.15	749.35	748.5	739.25	1686747	1.2603867369E9	2016-05-25	56366	INE860A01027
INFY	EQ	1194.1	1213.1	1194.1	1208.65	1209.15	1187.75	1928698	2.3314554397E9	2016-05-25	66033	INE009A01021
TCS	EQ	2481.0	2532.95	2481.0	2526.45	2520.95	2467.7	774339	1.9467837002E9	2016-05-25	26986	INE467B01029
TECHM	EQ	499.1	532.0	494.5	528.5	530.3	480.25	10804773	5.60831731515E9	2016-05-25	148401	INE669C01036
WIPRO	EQ	540.0	546.95	539.0	546.1	545.1	537.65	1245202	6.7610668725E8	2016-05-25	37601	INE075A01022
HCLTECH	EQ	761.1	763.7	745.2	747.55	748.0	757.6	1593326	1.19609751995E9	2016-05-30	59611	INE860A01027
INFY	EQ	1241.5	1272.0	1241.5	1267.6	1267.0	1247.5	2642850	3.34915936845E9	2016-05-30	92600	INE009A01021
MINDTREE	EQ	667.6	681.8	667.6	671.7	672.7	667.6	303036	2.045143954E8	2016-05-30	16149	INE018I01017
TCS	EQ	2583.0	2641.95	2582.0	2636.4	2636.05	2572.65	674732	1.76611153645E9	2016-05-30	46344	INE467B01029
TECHM	EQ	535.8	564.0	535.0	543.55	543.0	535.9	2901801	1.60068974905E9	2016-05-30	64856	INE669C01036
WIPRO	EQ	547.2	552.5	544.45	550.15	551.5	545.4	1069996	5.873184319E8	2016-05-30	39649	INE075A01022
DATAMATICS	EQ	81.55	86.5	72.0	74.95	76.25	79.55	471722	3.835414895E7	2016-09-29	4627	INE365B01017
HCLTECH	EQ	799.0	804.6	781.3	791.05	788.0	796.3	2846344	2.2597845675E9	2016-09-29	36859	INE860A01027
INFY	EQ	1044.95	1044.95	1024.0	1029.2	1035.2	1038.95	4451319	4.5911196737E9	2016-09-29	79293	INE009A01021
MINDTREE	EQ	496.0	497.05	463.75	481.6	482.0	492.95	629135	3.0339644665E8	2016-09-29	18086	INE018I01017
NIITTECH	EQ	438.0	441.25	401.05	412.6	413.2	439.05	308220	1.294496759E8	2016-09-29	7683	INE591G01017
TATAELXSI	EQ	1502.0	1508.8	1368.0	1382.35	1384.0	1494.7	469624	6.706731187E8	2016-09-29	17280	INE670A01012
TCS	EQ	2435.0	2456.5	2419.6	2437.8	2437.0	2423.05	1801979	4.38948039465E9	2016-09-29	59697	INE467B01029
TECHM	EQ	444.0	444.0	424.3	427.15	425.0	440.5	4331711	1.8643081668E9	2016-09-29	63954	INE669C01036
WIPRO	EQ	483.7	483.95	470.0	472.2	476.0	483.7	4940828	2.352259765E9	2016-09-29	49304	INE075A01022
HCLTECH	EQ	793.95	798.0	788.5	792.6	788.5	792.05	1403065	1.11418564215E9	2016-09-21	65336	INE860A01027
INFY	EQ	1054.0	1061.25	1051.05	1055.75	1057.4	1050.15	2115766	2.23503919755E9	2016-09-21	68813	INE009A01021
MINDTREE	EQ	505.0	518.4	503.0	510.25	509.0	502.1	943478	4.8459985085E8	2016-09-21	21916	INE018I01017
TCS	EQ	2407.7	2424.0	2400.7	2413.4	2412.0	2406.5	839010	2.0243418711E9	2016-09-21	59572	INE467B01029
TECHM	EQ	464.0	465.75	455.1	461.15	462.5	462.2	2142358	9.8636730105E8	2016-09-21	70108	INE669C01036
WIPRO	EQ	482.95	484.5	480.25	483.85	483.7	481.05	1625366	7.83650758E8	2016-09-21	34280	INE075A01022
HCLTECH	EQ	837.0	865.0	829.35	854.85	850.25	832.15	1639639	1.3889924958E9	2016-03-02	59125	INE860A01027
INFY	EQ	1137.05	1163.5	1125.0	1156.0	1158.5	1125.45	3607449	4.12387329205E9	2016-03-02	105889	INE009A01021
MINDTREE	EQ	1482.2	1540.0	1482.05	1525.65	1525.95	1469.2	439818	6.706496439E8	2016-03-02	26940	INE018I01017
TATAELXSI	EQ	1850.0	1860.0	1811.0	1817.0	1815.0	1792.75	632357	1.15687563775E9	2016-03-02	28168	INE670A01012
TCS	EQ	2305.0	2330.0	2256.25	2318.85	2320.1	2276.65	763743	1.7480819321E9	2016-03-02	42118	INE467B01029
TECHM	EQ	438.45	460.75	434.05	455.55	453.9	432.25	2339747	1.05985887145E9	2016-03-02	50045	INE669C01036
WIPRO	EQ	540.0	541.85	530.15	539.55	541.0	535.45	1790337	9.5684700515E8	2016-03-02	27248	INE075A01022
HCLTECH	EQ	820.0	829.0	810.55	815.3	811.05	814.9	1714817	1.4082876726E9	2016-03-17	51852	INE860A01027
INFY	EQ	1156.9	1169.75	1154.05	1161.75	1157.0	1152.45	3237311	3.7607887126E9	2016-03-17	99521	INE009A01021
MINDTREE	EQ	642.5	660.0	642.0	656.85	658.0	639.75	794674	5.194625558E8	2016-03-17	56722	INE018I01017
TATAELXSI	EQ	1938.0	1953.7	1900.0	1912.15	1903.0	1917.45	400428	7.7282050815E8	2016-03-17	18051	INE670A01012
TCS	EQ	2334.0	2361.8	2332.0	2352.05	2349.0	2327.05	1110544	2.60739132265E9	2016-03-17	51558	INE467B01029
TECHM	EQ	471.0	490.0	471.0	486.75	486.35	465.8	2474194	1.19572774055E9	2016-03-17	76701	INE669C01036
WIPRO	EQ	541.6	543.95	535.6	539.2	538.65	538.45	1844902	9.9549815655E8	2016-03-17	53493	INE075A01022
HCLTECH	EQ	810.05	841.8	810.05	828.85	830.05	826.4	2540610	2.1156555043E9	2016-01-14	56588	INE860A01027
INFY	EQ	1066.0	1155.0	1054.35	1133.0	1137.5	1083.4	15113503	1.70598274366E10	2016-01-14	335583	INE009A01021
MINDTREE	EQ	1510.0	1543.0	1480.0	1518.5	1518.0	1499.7	491699	7.490458114E8	2016-01-14	30695	INE018I01017
NIITTECH	EQ	540.0	593.6	530.25	570.3	570.0	546.4	558492	3.2024066605E8	2016-01-14	17671	INE591G01017
TATAELXSI	EQ	1894.9	1944.0	1841.5	1890.35	1881.5	1932.6	543145	1.0379244263E9	2016-01-14	25814	INE670A01012
TCS	EQ	2273.0	2298.9	2250.0	2278.8	2280.05	2279.2	1371026	3.1262310795E9	2016-01-14	68867	INE467B01029
TECHM	EQ	497.0	516.0	494.05	514.0	515.0	504.45	2022474	1.03266582485E9	2016-01-14	34951	INE669C01036
WIPRO	EQ	545.0	549.9	536.0	545.25	545.5	546.5	1094750	5.9428698635E8	2016-01-14	28438	INE075A01022
DATAMATICS	EQ	71.0	73.8	69.0	71.85	71.7	71.2	358505	2.573536425E7	2016-01-01	2968	INE365B01017
HCLTECH	EQ	855.1	855.1	843.5	845.85	845.6	855.1	485196	4.108803557E8	2016-01-01	9066	INE860A01027
INFY	EQ	1100.0	1108.95	1093.2	1105.25	1103.0	1105.4	903275	9.9643325865E8	2016-01-01	18982	INE009A01021
TATAELXSI	EQ	2252.0	2281.2	2223.5	2250.75	2245.0	2244.05	420954	9.4887511665E8	2016-01-01	19234	INE670A01012
TCS	EQ	2439.0	2439.0	2412.25	2416.4	2414.1	2436.85	356131	8.631648992E8	2016-01-01	15545	INE467B01029
TECHM	EQ	524.9	524.9	518.5	520.05	520.7	521.65	312042	1.6262767195E8	2016-01-01	8584	INE669C01036
WIPRO	EQ	559.8	559.8	554.1	556.45	557.15	559.9	593536	3.298895243E8	2016-01-01	9028	INE075A01022
HCLTECH	EQ	725.0	730.0	721.6	729.2	729.5	723.55	914314	6.6517338945E8	2016-07-22	28218	INE860A01027
INFY	EQ	1070.0	1079.9	1066.7	1072.45	1074.5	1079.9	4693269	5.0242446561E9	2016-07-22	93296	INE009A01021
MINDTREE	EQ	570.8	570.8	556.0	556.9	557.0	565.95	852107	4.7561511355E8	2016-07-22	24916	INE018I01017
TCS	EQ	2498.9	2524.0	2492.0	2515.1	2514.95	2506.05	758608	1.9044874726E9	2016-07-22	65567	INE467B01029
TECHM	EQ	507.0	508.5	504.4	504.9	505.8	505.3	1008674	5.1002626195E8	2016-07-22	21635	INE669C01036
WIPRO	EQ	540.0	541.0	535.0	537.75	537.1	542.0	1374380	7.3927557055E8	2016-07-22	30783	INE075A01022
DATAMATICS	EQ	73.3	84.7	73.0	82.95	81.0	73.05	1305708	1.057892153E8	2016-08-29	11970	INE365B01017
HCLTECH	EQ	782.95	782.95	751.1	755.1	755.1	778.75	1530452	1.1606357196E9	2016-08-29	72594	INE860A01027
INFY	EQ	1017.6	1030.0	1011.0	1022.8	1029.05	1020.25	2610141	2.65814252315E9	2016-08-29	137001	INE009A01021
TATAELXSI	EQ	1610.0	1611.95	1556.1	1566.35	1566.0	1609.9	318532	5.0119872455E8	2016-08-29	15446	INE670A01012
TCS	EQ	2534.95	2534.95	2466.75	2500.55	2508.0	2524.95	744364	1.85309200305E9	2016-08-29	63254	INE467B01029
TECHM	EQ	462.7	462.7	448.55	449.55	450.05	459.95	797904	3.603885585E8	2016-08-29	33385	INE669C01036
WIPRO	EQ	491.0	491.55	477.1	478.8	478.0	490.0	5095626	2.4484800642E9	2016-08-29	68982	INE075A01022
HCLTECH	EQ	790.05	805.8	776.0	789.65	793.0	784.85	1822273	1.44327063665E9	2016-11-10	123554	INE860A01027
INFY	EQ	962.5	962.5	935.0	939.4	946.0	958.3	3643665	3.4402362464E9	2016-11-10	110042	INE009A01021
MINDTREE	EQ	446.5	452.2	435.05	437.4	436.7	436.15	511782	2.2685783215E8	2016-11-10	13109	INE018I01017
TCS	EQ	2204.8	2217.5	2140.8	2155.45	2147.05	2169.85	1086213	2.3747450775E9	2016-11-10	55736	INE467B01029
TECHM	EQ	447.5	449.15	435.0	442.25	443.95	434.5	3301285	1.4553489241E9	2016-11-10	34571	INE669C01036
WIPRO	EQ	451.15	451.4	440.1	444.95	444.2	446.9	1559321	6.95105454E8	2016-11-10	41046	INE075A01022
HCLTECH	EQ	750.0	758.0	745.95	751.05	750.0	753.05	5785832	4.35488431065E9	2016-06-10	57122	INE860A01027
INFY	EQ	1175.4	1190.0	1170.1	1180.6	1181.0	1185.5	3191978	3.76748248075E9	2016-06-10	112385	INE009A01021
MINDTREE	EQ	640.0	643.9	633.1	639.35	639.05	639.2	305938	1.952601773E8	2016-06-10	9592	INE018I01017
TCS	EQ	2566.0	2603.25	2553.2	2555.75	2554.0	2577.25	698416	1.79609818205E9	2016-06-10	46466	INE467B01029
TECHM	EQ	535.7	540.45	530.75	537.55	537.85	534.45	565211	3.035253563E8	2016-06-10	13599	INE669C01036
WIPRO	EQ	544.5	547.15	543.0	545.35	545.0	544.8	1192347	6.49849452E8	2016-06-10	14372	INE075A01022
HCLTECH	EQ	877.0	877.0	858.35	869.65	868.5	867.35	983851	8.542528925E8	2016-02-05	38004	INE860A01027
INFY	EQ	1175.5	1186.65	1171.85	1174.7	1176.85	1179.75	1992112	2.3479164058E9	2016-02-05	72608	INE009A01021
TATAELXSI	EQ	2080.15	2165.65	2020.0	2118.6	2140.0	2075.8	1057300	2.22836659515E9	2016-02-05	54389	INE670A01012
TCS	EQ	2408.1	2439.95	2408.1	2421.95	2424.0	2420.05	701498	1.7018263841E9	2016-02-05	80411	INE467B01029
TECHM	EQ	471.9	476.3	468.1	475.1	476.1	469.45	1196754	5.6693545665E8	2016-02-05	33054	INE669C01036
WIPRO	EQ	560.0	565.8	555.4	557.9	558.65	559.95	1076643	6.0278694715E8	2016-02-05	39153	INE075A01022
HCLTECH	EQ	815.5	833.0	807.6	827.4	831.9	810.45	1132697	9.337207803E8	2016-02-10	28671	INE860A01027
INFY	EQ	1108.0	1127.5	1105.0	1108.55	1106.1	1107.65	2933027	3.2712488291E9	2016-02-10	95356	INE009A01021
TATAELXSI	EQ	2035.0	2055.0	1975.0	1996.5	1995.0	2047.3	603965	1.21217400045E9	2016-02-10	29677	INE670A01012
TCS	EQ	2275.0	2289.9	2258.1	2268.8	2283.0	2281.4	945366	2.1473782899E9	2016-02-10	65549	INE467B01029
TECHM	EQ	447.9	447.9	436.75	440.4	438.1	448.25	2686031	1.18665248275E9	2016-02-10	51325	INE669C01036
WIPRO	EQ	536.25	536.65	528.0	531.2	532.95	536.25	967008	5.131486382E8	2016-02-10	29976	INE075A01022
DATAMATICS	EQ	91.9	96.2	91.6	93.0	93.25	93.2	312155	2.919658045E7	2016-12-15	3345	INE365B01017
HCLTECH	EQ	822.0	840.0	822.0	832.15	830.0	820.8	2800815	2.3345421652E9	2016-12-15	86562	INE860A01027
INFY	EQ	997.4	1018.95	989.0	992.35	992.4	999.75	3983208	4.014289728E9	2016-12-15	107209	INE009A01021
MINDTREE	EQ	500.0	510.8	490.8	495.3	497.0	502.9	698528	3.5067740565E8	2016-12-15	19573	INE018I01017
TATAELXSI	EQ	1450.0	1486.95	1439.7	1457.3	1455.0	1455.65	344009	5.0410414375E8	2016-12-15	15741	INE670A01012
TCS	EQ	2202.0	2272.1	2202.0	2259.3	2256.5	2207.6	2147705	4.84841437565E9	2016-12-15	74707	INE467B01029
TECHM	EQ	475.25	482.0	468.05	477.45	476.9	476.65	3292408	1.5731440205E9	2016-12-15	63319	INE669C01036
WIPRO	EQ	460.6	471.9	460.6	466.1	466.95	466.3	1033371	4.8329310345E8	2016-12-15	42465	INE075A01022
HCLTECH	EQ	798.0	800.45	772.8	778.75	779.0	798.05	1662032	1.3028676154E9	2016-08-26	64434	INE860A01027
INFY	EQ	1036.0	1046.0	1017.05	1020.25	1019.7	1036.15	3440527	3.53695721315E9	2016-08-26	144271	INE009A01021
NIITTECH	EQ	399.65	403.7	395.5	399.45	395.5	402.05	306337	1.228200188E8	2016-08-26	10650	INE591G01017
TCS	EQ	2559.8	2572.55	2517.2	2524.95	2527.25	2551.05	625157	1.58590636105E9	2016-08-26	44995	INE467B01029
TECHM	EQ	460.0	463.7	457.0	459.95	460.4	458.1	857182	3.9441151485E8	2016-08-26	23125	INE669C01036
WIPRO	EQ	504.0	506.05	488.0	490.0	490.0	504.0	3318483	1.64388703535E9	2016-08-26	68692	INE075A01022
HCLTECH	EQ	839.85	848.9	832.55	843.25	841.6	839.85	2499888	2.10453354405E9	2016-04-05	62406	INE860A01027
INFY	EQ	1242.0	1242.3	1214.0	1219.8	1218.0	1243.7	2395358	2.9400552434E9	2016-04-05	72189	INE009A01021
MINDTREE	EQ	676.0	676.0	655.2	658.35	656.0	676.05	376039	2.484829357E8	2016-04-05	14629	INE018I01017
TATAELXSI	EQ	1902.0	1933.2	1885.1	1891.7	1886.0	1910.9	398629	7.612196641E8	2016-04-05	17234	INE670A01012
TCS	EQ	2470.8	2484.9	2442.05	2462.75	2460.0	2471.25	745897	1.8346999928E9	2016-04-05	39144	INE467B01029
TECHM	EQ	472.5	473.0	460.1	462.25	462.7	470.55	1430387	6.662773787E8	2016-04-05	37730	INE669C01036
WIPRO	EQ	566.25	566.6	557.25	559.0	557.6	566.25	824142	4.620674075E8	2016-04-05	27460	INE075A01022
HCLTECH	EQ	816.0	828.8	815.0	824.15	823.0	815.3	1661532	1.36536054535E9	2016-03-18	36091	INE860A01027
INFY	EQ	1162.8	1199.0	1162.0	1193.4	1190.0	1161.75	4238711	5.01225664775E9	2016-03-18	95530	INE009A01021
MINDTREE	EQ	656.0	670.0	655.6	666.15	665.9	656.85	755756	5.029724047E8	2016-03-18	33807	INE018I01017
TATAELXSI	EQ	1914.8	1931.95	1893.2	1918.25	1911.1	1912.15	431159	8.244049599E8	2016-03-18	19889	INE670A01012
TCS	EQ	2360.0	2430.0	2360.0	2425.85	2421.4	2352.05	1602035	3.8586686805E9	2016-03-18	102942	INE467B01029
TECHM	EQ	488.0	496.0	483.15	492.45	493.5	486.75	3064899	1.50844912785E9	2016-03-18	45553	INE669C01036
WIPRO	EQ	540.55	553.8	540.5	551.25	552.0	539.2	2533610	1.3899275735E9	2016-03-18	54520	INE075A01022
DATAMATICS	EQ	71.45	77.85	71.05	73.8	74.5	71.2	682386	5.14286573E7	2016-01-06	4860	INE365B01017
HCLTECH	EQ	853.7	853.7	837.0	841.4	841.0	842.8	1398935	1.17956387865E9	2016-01-06	58050	INE860A01027
INFY	EQ	1074.65	1074.65	1058.9	1069.35	1068.5	1074.05	2794164	2.9829102378E9	2016-01-06	76128	INE009A01021
TATAELXSI	EQ	2180.7	2242.5	2155.0	2168.25	2172.0	2180.05	535332	1.1751964228E9	2016-01-06	25308	INE670A01012
TCS	EQ	2350.2	2386.15	2350.2	2381.6	2382.0	2348.95	1326614	3.1496269094E9	2016-01-06	43208	INE467B01029
TECHM	EQ	522.0	527.0	520.8	525.1	525.0	521.9	1456740	7.6388509045E8	2016-01-06	42478	INE669C01036
WIPRO	EQ	557.0	559.8	553.0	555.1	553.5	556.9	1148164	6.388172184E8	2016-01-06	34287	INE075A01022
DATAMATICS	EQ	73.2	73.7	59.25	65.8	65.75	72.3	595174	3.910173055E7	2016-01-13	4236	INE365B01017
HCLTECH	EQ	814.8	829.85	804.3	826.4	829.0	810.05	1579234	1.28655355445E9	2016-01-13	54897	INE860A01027
INFY	EQ	1057.0	1091.0	1048.1	1083.4	1081.05	1049.95	4375647	4.6976260382E9	2016-01-13	82289	INE009A01021
TATAELXSI	EQ	2034.0	2049.0	1851.55	1932.6	1928.15	2018.3	775119	1.5011067293E9	2016-01-13	34980	INE670A01012
TCS	EQ	2317.0	2327.0	2255.1	2279.2	2280.0	2327.05	2373046	5.41997445155E9	2016-01-13	110813	INE467B01029
TECHM	EQ	508.0	512.25	496.75	504.45	505.0	507.4	1431164	7.1998140105E8	2016-01-13	28616	INE669C01036
WIPRO	EQ	547.0	551.9	540.45	546.5	546.6	548.9	672669	3.671995577E8	2016-01-13	13348	INE075A01022
HCLTECH	EQ	821.8	822.9	806.4	817.85	816.1	815.65	2507897	2.0463715704E9	2016-03-10	67193	INE860A01027
INFY	EQ	1162.9	1162.9	1139.35	1142.5	1142.65	1178.5	12190508	1.40034259512E10	2016-03-10	90787	INE009A01021
MINDTREE	EQ	694.0	695.65	666.0	670.45	674.5	684.3	1009523	6.847466133E8	2016-03-10	46092	INE018I01017
NIITTECH	EQ	458.0	486.65	458.0	466.35	464.0	454.7	456842	2.1709879685E8	2016-03-10	15115	INE591G01017
TATAELXSI	EQ	1978.0	2012.0	1948.15	1964.2	1960.35	1960.75	840447	1.6678410058E9	2016-03-10	36816	INE670A01012
TCS	EQ	2356.05	2359.85	2314.95	2348.3	2347.0	2357.25	830833	1.93522891975E9	2016-03-10	47391	INE467B01029
TECHM	EQ	469.85	473.2	464.2	466.15	464.7	464.15	3266594	1.5347188545E9	2016-03-10	44057	INE669C01036
WIPRO	EQ	539.05	539.9	532.7	535.85	536.15	538.15	1212160	6.4906399825E8	2016-03-10	26777	INE075A01022
HCLTECH	EQ	845.05	860.65	845.0	853.3	852.9	837.55	2926522	2.4990530212E9	2016-04-18	90927	INE860A01027
INFY	EQ	1250.0	1267.9	1233.5	1238.7	1237.15	1172.7	12507995	1.559965078585E10	2016-04-18	287988	INE009A01021
MINDTREE	EQ	686.5	749.0	686.5	730.8	731.0	691.6	1347937	9.860608738E8	2016-04-18	85734	INE018I01017
TCS	EQ	2453.0	2553.5	2440.0	2519.75	2522.4	2526.2	3560752	8.88675995675E9	2016-04-18	185897	INE467B01029
TECHM	EQ	475.0	482.0	472.25	476.7	476.0	471.4	1780726	8.479276608E8	2016-04-18	39585	INE669C01036
WIPRO	EQ	589.0	594.5	580.2	588.6	589.6	584.9	2457249	1.44126175855E9	2016-04-18	52670	INE075A01022
HCLTECH	EQ	795.05	796.95	785.65	788.95	788.0	797.25	1825995	1.44413835415E9	2016-09-26	34719	INE860A01027
INFY	EQ	1042.75	1044.0	1031.0	1035.9	1036.05	1042.55	3185899	3.30051505375E9	2016-09-26	80536	INE009A01021
MINDTREE	EQ	505.1	505.9	496.2	497.75	496.5	505.2	380664	1.9021212625E8	2016-09-26	12535	INE018I01017
NIITTECH	EQ	431.85	449.45	429.8	440.9	441.8	431.35	855259	3.7930470645E8	2016-09-26	21765	INE591G01017
TCS	EQ	2401.1	2419.1	2395.0	2401.1	2395.1	2398.1	876738	2.1109512617E9	2016-09-26	43717	INE467B01029
TECHM	EQ	452.05	454.2	446.0	448.95	446.5	454.6	1027167	4.6296372685E8	2016-09-26	15577	INE669C01036
WIPRO	EQ	480.4	481.0	476.1	479.3	480.4	480.2	2238608	1.07206073855E9	2016-09-26	38690	INE075A01022
DATAMATICS	EQ	84.6	94.0	84.6	92.55	92.5	84.4	896348	8.134417525E7	2016-12-08	7785	INE365B01017
HCLTECH	EQ	789.0	797.0	783.0	794.85	795.4	785.35	1031818	8.175603044E8	2016-12-08	44713	INE860A01027
INFY	EQ	970.05	986.1	970.05	984.65	985.0	966.4	2970831	2.9209776132E9	2016-12-08	83482	INE009A01021
MINDTREE	EQ	458.95	469.9	457.3	462.2	463.5	457.75	400544	1.860300545E8	2016-12-08	8903	INE018I01017
TATAELXSI	EQ	1398.9	1405.0	1376.15	1389.35	1392.9	1379.95	397500	5.5267109365E8	2016-12-08	22958	INE670A01012
TCS	EQ	2160.5	2199.0	2160.0	2195.75	2195.0	2154.55	1619773	3.54045489945E9	2016-12-08	74988	INE467B01029
